# Extracted from https://github.com/banacorn/agda-mode-vscode
# https://raw.githubusercontent.com/banacorn/agda-mode-vscode/refs/heads/master/asset/keymap.js
# TODO: create mappings by myself

0 ∅
because ∵
beta β
beth ב
between ≬
bf 𝕗
bg 𝕘
bh 𝕙
bi 𝕚
bigcap ⋂
bigcirc ◯
bigcup ⋃
bigstar ★
bigtriangledown ▽
bigtriangleup △
bigvee ⋁
bigwedge ⋀
bj 𝕛
bk 𝕜
bl 𝕝
blacklozenge ✦
blacksmiley ☻
blacksquare ▪
blacktriangle ▴
blacktriangledown ▾
blacktriangleleft ◂
blacktriangleright ▸
bm 𝕞
bn 𝕟
bo 𝕠
bot ⊥
bowtie ⋈
box' ⍞
box/ ⍁
box: ⍠
box< ⍃
box= ⌸
box> ⍄
box? ⍰
boxO ⌼
box\ ⍂
boxcircle ⌼
boxcomp ⌻
boxd ⍗
boxdelta ⍍
boxdi ⌺
boxdiv ⌹
boxeq ⌸
boxeqn ⍯
boxl ⍇
boxminus ⊟
boxnabla ⍔
boxneq ⍯
boxo ⌻
boxplus ⊞
boxr ⍈
boxtimes ⊠
boxu ⍐
boxvee ⍌
boxwedge ⍓
bp 𝕡
bq 𝕢
br 𝕣
brokenbar ¦
bs 𝕤
bt 𝕥
bu 𝕦
bu •
bu ◦
bu ‣
bu ⁌
bu ⁍
bub •
bullet •
bumpeq ≏
but ‣
buw ◦
bv 𝕧
bw 𝕨
bx ⊠
bx 𝕩
by 𝕪
bz 𝕫
c ⌜
c ⌝
c ⌞
c ⌟
c ⌈
c ⌉
c ⌊
c ⌋
c ̧
cC Ç
cE Ȩ
cG Ģ
cK Ķ
cL Ļ
cN Ņ
cR Ŗ
cS Ş
cT Ţ
cap ∩
cc ç
cdot ·
cdots ⋯
ce ȩ
celsius ℃
cent ¢
centerdot ·
cg ģ
checkmark ✓
chi χ
ci.. ◌
ci. ◎
ci ●
ci ○
ci ◎
ci ◌
ci ◯
ci ◍
ci ◐
ci ◑
ci ◒
ci ◓
ci ◔
ci ◕
ci ◖
ci ◗
ci ◠
ci ◡
ci ◴
ci ◵
ci ◶
ci ◷
ci ⚆
ci ⚇
ci ⚈
ci ⚉
ciO ◯
cib ●
circ ∘
circeq ≗
circlearrowleft ↺
circlearrowright ↻
circledR ®
circledS Ⓢ
circledast ⊛
circledcirc ⊚
circleddash ⊝
ciw ○
ck ķ
cl ⌞
cl ⌟
cl ⌊
cl ⌋
cl ļ
clL ⌊
clR ⌋
cll ⌞
clr ⌟
clubsuit ♣
cn ņ
colon :
coloneq ≔
comp ∘
complement ∁
cong ≅
coprod ∐
copyright ©
cr ŗ
cs ş
ct ţ
cu ⌜
cu ⌝
cu ⌈
cu ⌉
cuL ⌈
cuR ⌉
cul ⌜
cup ∪
cur ⌝
curlyeqprec ⋞
curlyeqsucc ⋟
curlypreceq ≼
curlyvee ⋎
curlywedge ⋏
currency ¤
curvearrowleft ↶
curvearrowright ↷
c{C} Ç
c{D} Ḑ
c{E} Ȩ
c{G} Ģ
c{H} Ḩ
c{K} Ķ
c{L} Ļ
c{N} Ņ
c{R} Ŗ
c{S} Ş
c{T} Ţ
c{c} ç
c{d} ḑ
c{e} ȩ
c{g} ģ
c{h} ḩ
c{k} ķ
c{l} ļ
c{n} ņ
c{r} ŗ
c{s} ş
c{t} ţ
c{} ¸
d-2 ⇊
d- ↓
d-u- ⇵
d-| ↧
d== ⟱
d= ⇓
d ↓
d ⇓
d ⤋
d ⟱
d ⇊
d ⇵
d ↧
d ⇩
d ↡
d ⇃
d ⇂
d ⇣
d ⇟
d ↵
d ↲
d ↳
d ➥
d ↯
d ̣
dag †
dagger †
daleth ד
dashv ⊣
dd- ↡
ddag ‡
ddagger ‡
ddots ⋱
def= ≝
defs ≙
degree °
delta δ
dh ð
di. ◈
di ◆
di ◇
di ◈
diamond ⋄
diamondsuit ♢
dib ◆
die ⚀
die ⚁
die ⚂
die ⚃
die ⚄
die ⚅
digamma Ϝ
div ÷
divideontimes ⋇
diw ◇
dl- ↙
dl= ⇙
dl ↙
dl ⇙
doteq ≐
doteqdot ≑
dotplus ∔
dotsquare ⊡
downarrow ↓
downdownarrows ⇊
downleftharpoon ⇃
downrightharpoon ⇂
dr- ↘
dr= ⇘
dr ↘
dr ⇘
dr ⇲
dr ➴
dr ➷
dr ➘
dz ↯
d{A} Ạ
d{B} Ḅ
d{D} Ḍ
d{E} Ẹ
d{H} Ḥ
d{I} Ị
d{K} Ḳ
d{L} Ḷ
d{M} Ṃ
d{N} Ṇ
d{O} Ọ
d{R} Ṛ
d{S} Ṣ
d{T} Ṭ
d{U} Ụ
d{V} Ṿ
d{W} Ẉ
d{Y} Ỵ
d{Z} Ẓ
d{a} ạ
d{b} ḅ
d{d} ḍ
d{e} ẹ
d{h} ḥ
d{i} ị
d{k} ḳ
d{l} ḷ
d{m} ṃ
d{n} ṇ
d{o} ọ
d{r} ṛ
d{s} ṣ
d{t} ṭ
d{u} ụ
d{v} ṿ
d{w} ẉ
d{y} ỵ
d{z} ẓ
ee ė
ell ℓ
em —
emptyset ∅
en –
entails ⊢
entails ⊣
entails ⊤
entails ⊥
entails ⊦
entails ⊧
entails ⊨
entails ⊩
entails ⊪
entails ⊫
entails ⊬
entails ⊭
entails ⊮
entails ⊯
epsilon ε
eq =
eq ∼
eq ∽
eq ≈
eq ≋
eq ∻
eq ∾
eq ∿
eq ≀
eq ≃
eq ⋍
eq ≂
eq ≅
eq ≌
eq ≊
eq ≡
eq ≣
eq ≐
eq ≑
eq ≒
eq ≓
eq ≔
eq ≕
eq ≖
eq ≗
eq ≘
eq ≙
eq ≚
eq ≛
eq ≜
eq ≝
eq ≞
eq ≟
eq ≍
eq ≎
eq ≏
eq ≬
eq ⋕
eq ＝
eqcirc ≖
eqcolon ≕
eqn ≠
eqn ≁
eqn ≉
eqn ≄
eqn ≇
eqn ≆
eqn ≢
eqn ≭
eqslantgtr ⋝
eqslantless ⋜
equiv ≡
eta η
euro €
ex ∃
exists ∃
exn ∄
e{e} ė
fallingdotseq ≒
flat ♭
flq ‹
flqq «
forall ∀
frac12 ½
frac13 ⅓
frac14 ¼
frac15 ⅕
frac16 ⅙
frac18 ⅛
frac1 ⅟
frac23 ⅔
frac25 ⅖
frac34 ¾
frac35 ⅗
frac38 ⅜
frac45 ⅘
frac56 ⅚
frac58 ⅝
frac78 ⅞
frac ¼
frac ½
frac ¾
frac ⅓
frac ⅔
frac ⅕
frac ⅖
frac ⅗
frac ⅘
frac ⅙
frac ⅚
frac ⅛
frac ⅜
frac ⅝
frac ⅞
frac ⅟
frown ⌢
frq ›
frqq »
gamma γ
ge ≥
gen ≱
geq >
geq ≫
geq ⋙
geq ≥
geq ≧
geq ≳
geq ≷
geq ≻
geq ≽
geq ≿
geq ⊃
geq ⊇
geq ⋑
geq ⊐
geq ⊒
geq ⊱
geq ⊳
geq ⊵
geq ⋗
geq ⋛
geq ⋝
geq ⋟
geq ＞
geqn ≯
geqn ≱
geqn ≩
geqn ≵
geqn ⋧
geqn ≹
geqn ⊁
geqn ⋩
geqn ⊅
geqn ⊉
geqn ⊋
geqn ⋣
geqn ⋥
geqn ⋫
geqn ⋭
geqn ⋡
geqq ≧
geqslant ≥
gets ←
gg ≫
ggg ⋙
gimel ג
glb ⊓
glq ‚
glqq „
gnapprox ⋧
gneq ≩
gneqq ≩
gnsim ⋧
grq ‘
grqq “
gtrapprox ≳
gtrdot ⋗
gtreqless ⋛
gtreqqless ⋛
gtrless ≷
gtrsim ≳
gvertneqq ≩
hbar ℏ
heartsuit ♥
hookleftarrow ↩
hookrightarrow ↪
i ∩
i ı
iff ⇔
imath ı
in ∈
increment ∆
inf ∞
infty ∞
inn ∉
int ∫
integral ∫
integral ∬
integral ∭
integral ∮
integral ∯
integral ∰
integral ∱
integral ∲
integral ∳
intercal ⊺
intersection ∩
intersection ⋂
intersection ∧
intersection ⋀
intersection ⋏
intersection ⨇
intersection ⊓
intersection ⨅
intersection ⋒
intersection ∏
intersection ⊼
intersection ⨉
iota ι
join ⋈
join ⋉
join ⋊
join ⋋
join ⋌
join ⨝
join ⟕
join ⟖
join ⟗
kappa κ
k{A} Ą
k{E} Ę
k{I} Į
k{O} Ǫ
k{U} Ų
k{a} ą
k{e} ę
k{i} į
k{o} ǫ
k{u} ų
l-2 ⇇
l-- ⟵
l-> ↢
l- ←
l-n ↚
l-r- ⇆
l-| ↤
l== ⇚
l= ⇐
l=n ⇍
l ←
l ⇐
l ⇚
l ⭅
l ⇇
l ⇆
l ↤
l ⇦
l ↞
l ↼
l ↽
l ⇠
l ⇺
l ↜
l ⇽
l ⟵
l ⟸
l ↚
l ⇍
l ⇷
l ↹
l ↢
l ↩
l ↫
l ⇋
l ⇜
l ⇤
l ⟻
l ⟽
l ⤆
l ↶
l ↺
l ⟲
l ł
lambda λ
lambdabar ƛ
langle 〈
lbag ⟅
lbrace {
lbrack [
lceil ⌈
ldata 《
ldots …
ldq “
le ≤
leadsto ↝
leftarrow ←
leftarrowtail ↢
leftharpoondown ↽
leftharpoonup ↼
leftleftarrows ⇇
leftparengtr 〈
leftrightarrow ↔
leftrightarrows ⇆
leftrightharpoons ⇋
leftrightsquigarrow ↭
leftthreetimes ⋋
len ≰
leq <
leq ≪
leq ⋘
leq ≤
leq ≦
leq ≲
leq ≶
leq ≺
leq ≼
leq ≾
leq ⊂
leq ⊆
leq ⋐
leq ⊏
leq ⊑
leq ⊰
leq ⊲
leq ⊴
leq ⋖
leq ⋚
leq ⋜
leq ⋞
leq ＜
leqn ≮
leqn ≰
leqn ≨
leqn ≴
leqn ⋦
leqn ≸
leqn ⊀
leqn ⋨
leqn ⊄
leqn ⊈
leqn ⊊
leqn ⋢
leqn ⋤
leqn ⋪
leqn ⋬
leqn ⋠
leqq ≦
leqslant ≤
lessapprox ≲
lessdot ⋖
lesseqgtr ⋚
lesseqqgtr ⋚
lessgtr ≶
lesssim ≲
lfloor ⌊
lhd ◁
ll- ↞
ll ≪
llbracket 〚
llcorner ⌞
lnapprox ⋦
lneq ≨
lneqq ≨
lnot ¬
lnsim ⋦
longleftarrow ←
longleftrightarrow ↔
longmapsto ↦
longrightarrow →
looparrowleft ↫
looparrowright ↬
lozenge ✧
lq ‘
lr-- ⟷
lr- ↔
lr-n ↮
lr= ⇔
lr=n ⇎
lr ↔
lr ⇔
lr ⇼
lr ↭
lr ⇿
lr ⟷
lr ⟺
lr ↮
lr ⇎
lr ⇹
lrcorner ⌟
lr~ ↭
ltimes ⋉
lub ⊔
lvertneqq ≨
l~ ↜
l~ ⇜
m= ≞
maltese ✠
mapsto ↦
mathscr{I} ℐ
measuredangle ∡
member ∈
member ∉
member ∊
member ∋
member ∌
member ∍
member ⋲
member ⋳
member ⋴
member ⋵
member ⋶
member ⋷
member ⋸
member ⋹
member ⋺
member ⋻
member ⋼
member ⋽
member ⋾
member ⋿
mho ℧
micro µ
mid ∣
minus −
models ⊧
mp ∓
mu μ
multimap ⊸
nLeftarrow ⇍
nLeftrightarrow ⇎
nRightarrow ⇏
nVDash ⊯
nVdash ⊮
nabla ∇
napprox ≉
natural ♮
ncong ≇
ne ≠
nearrow ↗
neg ¬
neq ≠
nequiv ≢
nexists ∄
ngeq ≱
ngeqq ≱
ngeqslant ≱
ngtr ≯
ni ∋
nin ∌
nleftarrow ↚
nleftrightarrow ↮
nleq ≰
nleqq ≰
nleqslant ≰
nless ≮
nmid ∤
not ̸
note ♩
note ♪
note ♫
note ♬
notin ∉
nparallel ∦
nprec ⊀
npreceq ⋠
nrightarrow ↛
nshortmid ∤
nshortparallel ∦
nsim ≁
nsimeq ≄
nsubset ⊄
nsubseteq ⊈
nsubseteqq ⊈
nsucc ⊁
nsucceq ⋡
nsupset ⊅
nsupseteq ⊉
nsupseteqq ⊉
ntriangleleft ⋪
ntrianglelefteq ⋬
ntriangleright ⋫
ntrianglerighteq ⋭
nu ν
nvDash ⊭
nvdash ⊬
nwarrow ↖
o* ⊛
o+ ⊕
o-- ⊖
o- ⊝
o. ⊙
o/ ⊘
o= ⊜
o ∘
o ø
odot ⊙
oe œ
oint ∮
omega ω
ominus ⊖
oo ⊚
oplus ⊕
or= ≚
or ∨
ordfeminine ª
ordmasculine º
oslash ⊘
otimes ⊗
ox ⊗
pa ▰
pa ▱
pab ▰
par ⅋
parallel ∥
partial ∂
paw ▱
permil ‰
perp ⊥
phi φ
pi π
pitchfork ⋔
pm ±
pounds £
prec ≺
precapprox ≾
preceq ≼
precnapprox ⋨
precnsim ⋨
precsim ≾
prime ′
prod ∏
propto ∝
psi ψ
qed ∎
quad  
r-2 ⇉
r-3 ⇶
r-- ⟶
r-> ↣
r- →
r-l- ⇄
r-n ↛
r-o ⊸
r-| ↦
r== ⇛
r= ⇒
r=n ⇏
r →
r ⇒
r ⇛
r ⭆
r ⇉
r ⇄
r ↦
r ⇨
r ↠
r ⇀
r ⇁
r ⇢
r ⇻
r ↝
r ⇾
r ⟶
r ⟹
r ↛
r ⇏
r ⇸
r ⇶
r ↴
r ↣
r ↪
r ↬
r ⇌
r ⇝
r ⇥
r ⟼
r ⟾
r ⤇
r ↷
r ↻
r ⟳
r ⇰
r ⇴
r ⟴
r ⟿
r ➵
r ➸
r ➙
r ➔
r ➛
r ➜
r ➝
r ➞
r ➟
r ➠
r ➡
r ➢
r ➣
r ➤
r ➧
r ➨
r ➩
r ➪
r ➫
r ➬
r ➭
r ➮
r ➯
r ➱
r ➲
r ➳
r ➺
r ➻
r ➼
r ➽
r ➾
r ⊸
rangle 〉
rbag ⟆
rbrace }
rbrack ]
rceil ⌉
rdata 》
rdq ”
re ▬
re ▭
re ▮
re ▯
reb ▬
reb ▮
registered ®
rew ▭
rew ▯
rfloor ⌋
rhd ▷
rho ρ
rightarrow →
rightarrowtail ↣
rightharpoondown ⇁
rightharpoonup ⇀
rightleftarrows ⇄
rightleftharpoons ⇌
rightparengtr 〉
rightrightarrows ⇉
rightthreetimes ⋌
risingdotseq ≓
rq ’
rr- ↠
rrbracket 〛
rtimes ⋊
r~ ↝
r~ ⇝
r~ ⟿
sbs ﹨
searrow ↘
setminus ∖
sharp ♯
shortmid ∣
shortparallel ∥
sigma σ
sim ∼
simeq ≃
smallamalg ∐
smallsetminus ∖
smallsmile ⌣
smile ⌣
spadesuit ♠
sphericalangle ∢
sq. ▣
sq ■
sq □
sq ◼
sq ◻
sq ◾
sq ◽
sq ▣
sq ▢
sq ▤
sq ▥
sq ▦
sq ▧
sq ▨
sq ▩
sq ◧
sq ◨
sq ◩
sq ◪
sq ◫
sq ◰
sq ◱
sq ◲
sq ◳
sqb ■
sqb ◼
sqb ◾
sqcap ⊓
sqcup ⊔
sqo ▢
sqrt √
sqsubset ⊏
sqsubseteq ⊑
sqsupset ⊐
sqsupseteq ⊒
square □
squb= ⊑
squb=n ⋢
squb ⊏
squigarrowright ⇝
squp= ⊒
squp=n ⋣
squp ⊐
sqw □
sqw ◻
sqw ◽
ss ß
st12 ✹
st4 ✦
st4 ✧
st6 ✶
st8 ✴
st ⋆
st ✦
st ✧
st ✶
st ✴
st ✹
st ★
st ☆
st ✪
st ✫
st ✯
st ✰
st ✵
st ✷
st ✸
star ⋆
straightphi φ
sub= ⊆
sub=n ⊈
sub ⊂
subn ⊄
subset ⊂
subseteq ⊆
subseteqq ⊆
subsetneq ⊊
subsetneqq ⊊
succ ≻
succapprox ≿
succcurlyeq ≽
succeq ≽
succnapprox ⋩
succnsim ⋩
succsim ≿
sum ∑
sup= ⊇
sup=n ⊉
sup ⊃
supn ⊅
supset ⊃
supseteq ⊇
supseteqq ⊇
supsetneq ⊋
supsetneqq ⊋
surd3 ∛
surd4 ∜
surd √
swarrow ↙
t= ≜
t ◂
t ◃
t ◄
t ◅
t ▸
t ▹
t ►
t ▻
t ▴
t ▵
t ▾
t ▿
t ◢
t ◿
t ◣
t ◺
t ◤
t ◸
t ◥
t ◹
tau τ
tb ◂
tb ▸
tb ▴
tb ▾
tb ◄
tb ►
tb ◢
tb ◣
tb ◤
tb ◥
textbaht ฿
textbigcircle ⃝
textcircledP ℗
textcolonmonetary ₡
textdied ✝
textdiscount ⁒
textestimated ℮
textfractionsolidus ⁄
textinterrobang ‽
textlira ₤
textlquill ⁅
textmu µ
textmusicalnote ♪
textnaira ₦
textnumero №
textopenbullet ◦
textpertenthousand ‱
textpeso ₱
textrecipe ℞
textreferencemark ※
textrquill ⁆
textwon ₩
th þ
therefore ∴
theta θ
thickapprox ≈
thicksim ∼
tie ⁀
times ×
to →
top ⊤
triangle ▵
triangledown ▿
triangleleft ◃
trianglelefteq ⊴
triangleq ≜
triangleright ▹
trianglerighteq ⊵
tw ◃
tw ▹
tw ▵
tw ▿
tw ◅
tw ▻
tw ◿
tw ◺
tw ◸
tw ◹
twoheadleftarrow ↞
twoheadrightarrow ↠
u+ ⊎
u-2 ⇈
u- ↑
u-d- ⇅
u-| ↥
u. ⊍
u== ⟰
u= ⇑
u ↑
u ⇑
u ⤊
u ⟰
u ⇈
u ⇅
u ↥
u ⇧
u ↟
u ↿
u ↾
u ⇡
u ⇞
u ↰
u ↱
u ➦
u ⇪
u ⇫
u ⇬
u ⇭
u ⇮
u ⇯
u ̆
uA Ă
uE Ĕ
uG Ğ
uI Ĭ
uO Ŏ
uU Ŭ
ua ă
ud- ↕
ud-| ↨
ud= ⇕
ud ↕
ud ⇕
ud ↨
ud ⇳
ue ĕ
ug ğ
ui ĭ
ul- ↖
ul= ⇖
ul ↖
ul ⇖
ul ⇱
ul ↸
ulcorner ⌜
un ∪
undertie ‿
union ∪
union ⋃
union ∨
union ⋁
union ⋎
union ⨈
union ⊔
union ⨆
union ⋓
union ∐
union ⨿
union ⊽
union ⊻
union ⊍
union ⨃
union ⊎
union ⨄
union ⊌
union ∑
union ⅀
uo ŏ
uparrow ↑
updownarrow ↕
upleftharpoon ↿
uplus ⊎
uprightharpoon ↾
upsilon υ
upuparrows ⇈
ur- ↗
ur= ⇗
ur ↗
ur ⇗
ur ➶
ur ➹
ur ➚
urcorner ⌝
uu- ↟
uu ŭ
u{A} Ă
u{E} Ĕ
u{G} Ğ
u{I} Ĭ
u{O} Ŏ
u{U} Ŭ
u{\i} ĭ
u{a} ă
u{e} ĕ
u{g} ğ
u{i} ĭ
u{o} ŏ
u{u} ŭ
u{} ˘
v ̌
vA Ǎ
vC Č
vD Ď
vDash ⊨
vE Ě
vG Ǧ
vH Ȟ
vI Ǐ
vK Ǩ
vN Ň
vO Ǒ
vR Ř
vS Š
vT Ť
vU Ǔ
vZ Ž
va ǎ
varkappa ϰ
varphi ϕ
varpi ϖ
varprime ′
varpropto ∝
varrho ϱ
varsigma ς
vartheta ϑ
vartriangleleft ⊲
vartriangleright ⊳
vc č
vd ď
vdash ⊢
vdots ⋮
ve ě
vee ∨
veebar ⊻
vert |
vg ǧ
vh ȟ
vi ǐ
vj ǰ
vk ǩ
vn ň
vo ǒ
vr ř
vs š
vt ť
vu ǔ
vz ž
v{A} Ǎ
v{C} Č
v{D} Ď
v{E} Ě
v{G} Ǧ
v{H} Ȟ
v{I} Ǐ
v{K} Ǩ
v{L} Ľ
v{N} Ň
v{O} Ǒ
v{R} Ř
v{S} Š
v{T} Ť
v{U} Ǔ
v{Z} Ž
v{\i} ǐ
v{\j} ǰ
v{a} ǎ
v{c} č
v{d} ď
v{e} ě
v{g} ǧ
v{h} ȟ
v{i} ǐ
v{j} ǰ
v{k} ǩ
v{l} ľ
v{n} ň
v{o} ǒ
v{r} ř
v{s} š
v{t} ť
v{u} ǔ
v{z} ž
v{} ˇ
wedge ∧
wp ℘
wr ≀
x ×
xi ξ
yen ¥
z: ⦂
z; ⨟
z; ⨾
zeta ζ
{{ ⦃
|) ⦈
|- ⊢
|-n ⊬
|= ⊨
|=n ⊭
|> ⦊
| ∣
|n ∤
||- ⊩
||-n ⊮
||= ⊫
||=n ⊯
|| ∥
||n ∦
|||- ⊪
}} ⦄
~- ≃
~-n ≄
~= ≅
~=n ≇
~ ∼
~ ～
~ ̃
~A Ã
~E Ẽ
~I Ĩ
~N Ñ
~O Õ
~U Ũ
~V Ṽ
~Y Ỹ
~a ã
~e ẽ
~i ĩ
~n ≁
~n ñ
~o õ
~u ũ
~v ṽ
~y ỹ
~{A} Ã
~{I} Ĩ
~{N} Ñ
~{O} Õ
~{U} Ũ
~{\i} ĩ
~{a} ã
~{n} ñ
~{o} õ
~{u} ũ
~{} ˜
~~- ≊
~~ ≈
~~n ≉
~~~ ≋
